signal,run_date,days,net_pnl_total,gross_pnl_total,net_pnl_oos,gross_pnl_oos,last_trade_date
online_tag7k_entry14,2026-05-08,49,0.47188799999999187,58.7385,13.121527999999998,35.563500000000005,2026-05-07
tte1_conf82_entry07,2026-05-08,66,56.20019599999998,130.98250000000002,45.417971999999985,94.882,2026-05-07
new_user_big4k_entry45,2026-05-08,66,5.769319999999989,39.26449999999999,8.930951999999998,21.9475,2026-05-07
